trial,unscaled_acc,unscaled_mem_density,avg_bitwidth,scaled_acc,scaled_mem_density
57,0.9661,7.7614,4.12,0.9661, 1.5523
58,0.9701,7.7363,4.14,0.9701, 1.5473
59,0.9714,7.7623,4.12,0.9714, 1.5525
60,0.9648,7.7407,4.13,0.9648, 1.5481
61,0.9401,7.7531,4.13,0.9401, 1.5506
62,0.9661,7.6301,4.19,0.9661, 1.5260
63,0.9141,7.8451,4.08,0.9141, 1.5690
64,0.9648,7.8443,4.08,0.9648, 1.5689
65,0.9544,7.8475,4.08,0.9544, 1.5695
66,0.9622,7.7696,4.12,0.9622, 1.5539
67,0.9701,7.5218,4.25,0.9701, 1.5044
68,0.9362,7.7313,4.14,0.9362, 1.5463
69,0.9414,7.8987,4.05,0.9414, 1.5797
70,0.9453,7.9309,4.03,0.9453, 1.5862
71,0.9505,7.8476,4.08,0.9505, 1.5695
72,0.9193,7.9042,4.05,0.9193, 1.5808
73,0.9518,7.6661,4.17,0.9518, 1.5332
74,0.9466,8.0044,4.00,0.9466, 1.6009
75,0.9453,7.6762,4.17,0.9453, 1.5352
76,0.9609,7.8642,4.07,0.9609, 1.5728
77,0.9518,8.1716,3.92,0.9518, 1.6343
78,0.9466,7.6745,4.17,0.9466, 1.5349
79,0.9622,7.6926,4.16,0.9622, 1.5385
80,0.9453,7.8375,4.08,0.9453, 1.5675
81,0.9531,8.0691,3.97,0.9531, 1.6138
82,0.9479,8.0327,3.98,0.9479, 1.6065
83,0.9440,7.7380,4.14,0.9440, 1.5476
84,0.9297,8.1387,3.93,0.9297, 1.6277
85,0.9036,8.0691,3.97,0.9036, 1.6138
86,0.9674,7.8368,4.08,0.9674, 1.5674
87,0.9727,7.8045,4.10,0.9727, 1.5609
88,0.9740,7.6909,4.16,0.9740, 1.5382
89,0.9753,7.6983,4.16,0.9753, 1.5397
90,0.9531,7.8678,4.07,0.9531, 1.5736
91,0.9596,7.8928,4.05,0.9596, 1.5786
92,0.9609,7.6756,4.17,0.9609, 1.5351
93,0.9453,7.6667,4.17,0.9453, 1.5333
94,0.9714,7.5641,4.23,0.9714, 1.5128
95,0.9206,7.9584,4.02,0.9206, 1.5917
96,0.9505,7.8458,4.08,0.9505, 1.5692
97,0.9583,7.8799,4.06,0.9583, 1.5760
98,0.9583,7.5988,4.21,0.9583, 1.5198
99,0.9336,7.8351,4.08,0.9336, 1.5670
100,0.9414,7.9879,4.01,0.9414, 1.5976
101,0.9167,8.0989,3.95,0.9167, 1.6198
102,0.9544,7.8557,4.07,0.9544, 1.5711
103,0.9635,7.8456,4.08,0.9635, 1.5691
104,0.9206,7.9263,4.04,0.9206, 1.5853
105,0.9336,7.8517,4.08,0.9336, 1.5703
106,0.9557,7.6487,4.18,0.9557, 1.5297
107,0.9622,7.7096,4.15,0.9622, 1.5419
108,0.9622,7.8148,4.09,0.9622, 1.5630
109,0.9245,7.9507,4.02,0.9245, 1.5901
110,0.9440,7.8684,4.07,0.9440, 1.5737
111,0.9596,7.9339,4.03,0.9596, 1.5868
112,0.9661,7.8078,4.10,0.9661, 1.5616
113,0.9531,7.8747,4.06,0.9531, 1.5749
114,0.9362,8.0754,3.96,0.9362, 1.6151
115,0.9635,7.4777,4.28,0.9635, 1.4955
116,0.9557,7.9034,4.05,0.9557, 1.5807
117,0.9336,7.8917,4.05,0.9336, 1.5783
118,0.9661,7.8811,4.06,0.9661, 1.5762
119,0.9727,7.4382,4.30,0.9727, 1.4876
120,0.9596,7.5585,4.23,0.9596, 1.5117
121,0.9661,7.6725,4.17,0.9661, 1.5345
122,0.9727,7.8672,4.07,0.9727, 1.5734
123,0.9701,7.5091,4.26,0.9701, 1.5018
124,0.9557,7.8897,4.06,0.9557, 1.5779
125,0.9583,7.9972,4.00,0.9583, 1.5994
126,0.9583,7.9805,4.01,0.9583, 1.5961
127,0.9583,7.4017,4.32,0.9583, 1.4803
