trial,unscaled_acc,unscaled_mem_density,avg_bitwidth,scaled_acc,scaled_mem_density
82,0.8490,7.3448,4.36,0.8490, 1.4690
83,0.7630,7.2534,4.41,0.7630, 1.4507
84,0.7487,7.3425,4.36,0.7487, 1.4685
85,0.7500,7.9227,4.04,0.7500, 1.5845
86,0.7839,7.4535,4.29,0.7839, 1.4907
87,0.7422,7.4758,4.28,0.7422, 1.4952
88,0.8021,7.5356,4.25,0.8021, 1.5071
89,0.7708,7.4262,4.31,0.7708, 1.4852
90,0.7148,7.2342,4.42,0.7148, 1.4468
91,0.7565,7.8688,4.07,0.7565, 1.5738
92,0.7474,7.8397,4.08,0.7474, 1.5679
93,0.7839,7.5421,4.24,0.7839, 1.5084
94,0.6810,7.7769,4.11,0.6810, 1.5554
95,0.7865,7.5268,4.25,0.7865, 1.5054
96,0.8372,7.3985,4.33,0.8372, 1.4797
97,0.8307,7.3495,4.35,0.8307, 1.4699
98,0.7773,7.5425,4.24,0.7773, 1.5085
99,0.8242,7.2047,4.44,0.8242, 1.4409
100,0.7122,7.6839,4.16,0.7122, 1.5368
101,0.7552,7.8091,4.10,0.7552, 1.5618
102,0.8151,7.2437,4.42,0.8151, 1.4487
103,0.8320,7.2448,4.42,0.8320, 1.4490
104,0.7682,7.5869,4.22,0.7682, 1.5174
105,0.7617,7.5087,4.26,0.7617, 1.5017
106,0.7227,7.8736,4.06,0.7227, 1.5747
107,0.7630,7.3942,4.33,0.7630, 1.4788
108,0.7982,7.4217,4.31,0.7982, 1.4843
109,0.7721,7.6446,4.19,0.7721, 1.5289
110,0.7161,7.7331,4.14,0.7161, 1.5466
111,0.8516,7.3590,4.35,0.8516, 1.4718
112,0.7552,7.7672,4.12,0.7552, 1.5534
113,0.7422,7.5003,4.27,0.7422, 1.5001
114,0.7174,7.5519,4.24,0.7174, 1.5104
115,0.7240,8.0752,3.96,0.7240, 1.6150
116,0.7656,7.3934,4.33,0.7656, 1.4787
117,0.7135,7.8156,4.09,0.7135, 1.5631
118,0.7995,7.5947,4.21,0.7995, 1.5189
119,0.8307,7.3200,4.37,0.8307, 1.4640
120,0.8294,7.5214,4.25,0.8294, 1.5043
121,0.8372,7.3985,4.33,0.8372, 1.4797
122,0.7930,7.4891,4.27,0.7930, 1.4978
123,0.8099,7.5345,4.25,0.8099, 1.5069
124,0.7096,8.1220,3.94,0.7096, 1.6244
125,0.7852,7.4894,4.27,0.7852, 1.4979
126,0.7292,7.8439,4.08,0.7292, 1.5688
127,0.8203,7.7063,4.15,0.8203, 1.5413
