trial,unscaled_acc,unscaled_mem_density,avg_bitwidth,scaled_acc,scaled_mem_density
103,0.7839,8.1465,3.93,0.7839, 1.6293
104,0.7500,8.2137,3.90,0.7500, 1.6427
105,0.7513,8.1862,3.91,0.7513, 1.6372
106,0.7630,8.1149,3.94,0.7630, 1.6230
107,0.8099,7.9478,4.03,0.8099, 1.5896
108,0.7695,8.0317,3.98,0.7695, 1.6063
109,0.8099,7.9353,4.03,0.8099, 1.5871
110,0.7773,7.8886,4.06,0.7773, 1.5777
111,0.8021,7.9560,4.02,0.8021, 1.5912
112,0.7786,7.9621,4.02,0.7786, 1.5924
113,0.8125,8.0007,4.00,0.8125, 1.6001
114,0.7930,8.0337,3.98,0.7930, 1.6067
115,0.7721,7.9549,4.02,0.7721, 1.5910
116,0.7852,8.0636,3.97,0.7852, 1.6127
117,0.7852,7.9314,4.03,0.7852, 1.5863
118,0.7539,7.9585,4.02,0.7539, 1.5917
119,0.7174,7.9426,4.03,0.7174, 1.5885
120,0.7604,7.8480,4.08,0.7604, 1.5696
121,0.7865,7.7285,4.14,0.7865, 1.5457
122,0.8021,7.8862,4.06,0.8021, 1.5772
123,0.7956,7.7383,4.14,0.7956, 1.5477
124,0.7708,7.9137,4.04,0.7708, 1.5827
125,0.8398,7.6391,4.19,0.8398, 1.5278
126,0.8398,7.6391,4.19,0.8398, 1.5278
127,0.8294,7.6855,4.16,0.8294, 1.5371
