trial,unscaled_acc,unscaled_mem_density,avg_bitwidth,scaled_acc,scaled_mem_density
92,0.6823,7.7004,4.16,0.6823, 1.5401
93,0.6901,7.8441,4.08,0.6901, 1.5688
94,0.7292,7.7158,4.15,0.7292, 1.5432
95,0.7448,7.7039,4.15,0.7448, 1.5408
96,0.6536,7.6284,4.19,0.6536, 1.5257
97,0.6927,7.6288,4.19,0.6927, 1.5258
98,0.7044,7.7769,4.11,0.7044, 1.5554
99,0.7044,7.7413,4.13,0.7044, 1.5483
100,0.7188,7.2233,4.43,0.7188, 1.4447
101,0.6419,7.7632,4.12,0.6419, 1.5526
102,0.6719,7.4632,4.29,0.6719, 1.4926
103,0.7812,7.2759,4.40,0.7812, 1.4552
104,0.6979,8.0258,3.99,0.6979, 1.6052
105,0.6901,7.5362,4.25,0.6901, 1.5072
106,0.6471,7.4822,4.28,0.6471, 1.4964
107,0.6940,7.6317,4.19,0.6940, 1.5263
108,0.7734,7.4383,4.30,0.7734, 1.4877
109,0.6667,7.3542,4.35,0.6667, 1.4708
110,0.6654,7.8035,4.10,0.6654, 1.5607
111,0.8047,7.7852,4.11,0.8047, 1.5570
112,0.6628,7.4365,4.30,0.6628, 1.4873
113,0.7487,7.5736,4.23,0.7487, 1.5147
114,0.5846,7.6542,4.18,0.5846, 1.5308
115,0.7786,7.4244,4.31,0.7786, 1.4849
116,0.8229,7.3758,4.34,0.8229, 1.4752
117,0.6328,7.4851,4.28,0.6328, 1.4970
118,0.6680,7.8946,4.05,0.6680, 1.5789
119,0.7526,7.5105,4.26,0.7526, 1.5021
120,0.7786,7.7007,4.16,0.7786, 1.5401
121,0.6055,8.0957,3.95,0.6055, 1.6191
122,0.7773,7.5889,4.22,0.7773, 1.5178
123,0.7292,7.4255,4.31,0.7292, 1.4851
124,0.6862,7.4837,4.28,0.6862, 1.4967
125,0.7214,7.8818,4.06,0.7214, 1.5764
126,0.7617,7.6431,4.19,0.7617, 1.5286
127,0.7396,7.7544,4.13,0.7396, 1.5509
