trial,unscaled_acc,unscaled_mem_density,avg_bitwidth,scaled_acc,scaled_mem_density
111,0.9154,6.6240,4.83,0.9154, 0.6624
112,0.9232,6.5115,4.91,0.9232, 0.6512
113,0.8984,6.4832,4.94,0.8984, 0.6483
114,0.9297,6.3853,5.01,0.9297, 0.6385
115,0.8997,6.5650,4.87,0.8997, 0.6565
116,0.9115,6.5504,4.89,0.9115, 0.6550
117,0.9323,6.3826,5.01,0.9323, 0.6383
118,0.9297,6.3517,5.04,0.9297, 0.6352
119,0.9128,6.5556,4.88,0.9128, 0.6556
120,0.9206,6.7021,4.77,0.9206, 0.6702
121,0.9206,6.7021,4.77,0.9206, 0.6702
122,0.9232,6.5116,4.91,0.9232, 0.6512
123,0.8685,6.4073,4.99,0.8685, 0.6407
124,0.9310,6.4796,4.94,0.9310, 0.6480
125,0.9284,6.3768,5.02,0.9284, 0.6377
126,0.9232,6.5691,4.87,0.9232, 0.6569
127,0.9102,6.4054,5.00,0.9102, 0.6405
