trial,unscaled_acc,unscaled_mem_density,avg_bitwidth,scaled_acc,scaled_mem_density
115,0.6224,7.7178,4.15,0.6224, 1.5436
116,0.7240,7.5715,4.23,0.7240, 1.5143
117,0.6250,7.9853,4.01,0.6250, 1.5971
118,0.7122,7.3814,4.34,0.7122, 1.4763
119,0.6497,7.7231,4.14,0.6497, 1.5446
120,0.7526,7.5234,4.25,0.7526, 1.5047
121,0.6224,7.7994,4.10,0.6224, 1.5599
122,0.7409,7.3649,4.34,0.7409, 1.4730
123,0.7786,7.2257,4.43,0.7786, 1.4451
124,0.7083,7.7168,4.15,0.7083, 1.5434
125,0.6979,7.7464,4.13,0.6979, 1.5493
126,0.7188,7.5984,4.21,0.7188, 1.5197
127,0.8008,7.4958,4.27,0.8008, 1.4992
